name,amount,category
BUDGET MOBIEL,-10.00,Multimedia_Telephone
DutchHomemade Osdorp,-3.50,Food & Drinks_Restaurants
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Gemeente Amsterdam,-55.12,Food & Drinks_Groceries
ETOS 7342,-2.58,Wellbeing & Beauty_Daily care
Albert Heijn 1027,-8.08,Food & Drinks_Groceries
Marrakech Bakery BV,-8.00,Food & Drinks_Groceries
Oranje spaarrekening W85769111,142.00,Transfers_Transfers
Revolut Payments UAB,-142.00,Transfers_Transfers
Jumbo Adam Osdorp,-5.31,Food & Drinks_Groceries
CCVHet Warme Notengil,-15.93,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-99.00,Transport_Public Transport
Oranje spaarrekening X94446204,99.00,Transfers_Transfers
Oranje spaarrekening X94446204,132.00,Transfers_Transfers
ING Bank N.V. Creditcards,-132.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Waternet/Gem. Amsterdam,-14.00,Food & Drinks_Groceries
Jumbo Adam Osdorp,-3.28,Food & Drinks_Groceries
Action 1252,-12.12,House & Garden_Equipment
Aytac Versshop,-4.88,Food & Drinks_Groceries
Lebo Vastgoed B.V.,-1678.67,Transport_Public Transport
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
ALBERT HEIJN 1027,-6.19,Food & Drinks_Groceries
Jumbo Adam Osdorp,-10.80,Food & Drinks_Groceries
Parfumerie Douglas BV via WorldPay Customer Payments,-14.93,Wellbeing & Beauty_Daily care
KLARNA BANK AB via Mollie,-35.69,Finances_Others
Albert Heijn 1027,-1.49,Food & Drinks_Groceries
New York Pizza Adam Jo,-18.96,Food & Drinks_Restaurants
Decathlon Arena,-22.98,Shopping_Clothes & Accessories
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
ALBERT HEIJN 1027,-3.98,Food & Drinks_Groceries
PRIMARK DAMRAK,-8.00,Shopping_Clothes & Accessories
BUDGET ENERGIE,-154.00,Food & Drinks_Groceries
ZIGGO SERVICES BV,-53.00,Shopping_Clothes & Accessories
DIRK VDBROEK FIL3069,-1.45,Food & Drinks_Groceries
McDonalds NDijk 212,-19.50,Food & Drinks_Restaurants
Oranje spaarrekening X94446204,-1468.00,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
BELASTINGDIENST,1468.00,Transfers_Transfers
ALBERT HEIJN 1027,-16.62,Food & Drinks_Groceries
Holland  Barrett,-11.49,Wellbeing & Beauty_Daily care
Kruidvat 1139,-14.96,Wellbeing & Beauty_Daily care
707 Lidl Amsterdam,-0.99,Food & Drinks_Groceries
Oranje spaarrekening W85769111,5.99,Transfers_Transfers
Oranje spaarrekening X94446204,17.99,Transfers_Transfers
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
Action 1035,-1.99,House & Garden_Equipment
ALBERT HEIJN 1027,-5.33,Food & Drinks_Groceries
Aytac Versshop,-7.99,Food & Drinks_Groceries
WISE,-3597.98,Transfers_Transfers
Oranje spaarrekening K58675097,1198.00,Transfers_Transfers
Oranje spaarrekening L94496383,950.00,Transfers_Transfers
Oranje spaarrekening K58675097,200.00,Transfers_Transfers
Oranje spaarrekening K58675097,100.00,Transfers_Transfers
Revolut Payments UAB,-200.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
ING Bank N.V. Creditcards,-146.97,Transport_Public Transport
Oranje spaarrekening X94446204,445.76,Transfers_Transfers
Oranje spaarrekening K58675097,-1000.00,Transfers_Transfers
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
ING Bank N.V. Creditcards,-298.79,Transport_Public Transport
Oranje spaarrekening K58675097,-90.00,Transfers_Transfers
Total Employee Compliance Services BV,5374.18,Salary_Salary
Stichting Pay.nl,7.35,Reimbursement_Reimbursement
HM NL0167,-20.97,Shopping_Clothes & Accessories
ALBERT HEIJN 1027,-1.38,Food & Drinks_Groceries
IKEA Haarlem,-1.98,House & Garden_Equipment
Mywheels via PAY.nl,-31.25,Shopping_Clothes & Accessories
ALBERT HEIJN 5606,-2.25,Food & Drinks_Groceries
AMSTERDAM GVB,-10.00,Transport_Public Transport
AMSTERDAM GVB,-10.00,Transport_Public Transport
ALBERT HEIJN 1027,-3.48,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.81,Food & Drinks_Groceries
CCVBurger  Shake Osd,-3.95,Food & Drinks_Restaurants
ETOS 7342,-2.97,Wellbeing & Beauty_Daily care
Action 1035,-10.11,House & Garden_Equipment
Oranje spaarrekening W85769111,5.99,Transfers_Transfers
Primera Osdorpplein,-4.65,Food & Drinks_Groceries
GVB Exploitatie B.V. via Ingenico,-1.00,Transport_Public Transport
CCVOSDORP SLAGERIJ,-3.65,Food & Drinks_Groceries
Holland  Barrett,-7.90,Wellbeing & Beauty_Daily care
Oranje spaarrekening K58675097,-1000.00,Transfers_Transfers
ALBERT HEIJN 1027,-3.77,Food & Drinks_Groceries
ALBERT HEIJN 1027,-5.99,Food & Drinks_Groceries
ING Bank N.V. Creditcards,-7.14,Transport_Public Transport
Jumbo Adam Osdorp,-5.02,Food & Drinks_Groceries
707 Lidl Amsterdam,-19.79,Food & Drinks_Groceries
Action 1035,-6.76,House & Garden_Equipment
CCVAytac Versshop,-19.10,Food & Drinks_Restaurants
SumUp  OmegaTax,-62.00,Others_Uncategorised
bol.com b.v.,-19.99,Transport_Public Transport
Little India Amsterdam via Mollie,-51.04,Food & Drinks_Groceries
ALBERT HEIJN 1653,-2.00,Food & Drinks_Groceries
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Diversen,-2.35,Food & Drinks_Groceries
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
SS LELLA,18.15,Transfers_Transfers
Diversen,-18.15,Food & Drinks_Groceries
BUDGET MOBIEL,-10.00,Multimedia_Telephone
Gemeente Amsterdam,-55.13,Food & Drinks_Groceries
Oranje spaarrekening W85769111,-230.69,Transfers_Transfers
Sociale Verzekeringsbank,230.69,Benefits_Benefits
Lebo Vastgoed B.V.,-1676.40,Transport_Public Transport
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
WISE,-1185.09,Transfers_Transfers
BUDGET ENERGIE,-154.00,Food & Drinks_Groceries
ZIGGO SERVICES BV,-53.00,Shopping_Clothes & Accessories
Revolut Payments UAB,-100.00,Transfers_Transfers
Oranje spaarrekening L94496383,-750.00,Transfers_Transfers
S KUMARAPPILLIL SIVARAMA,750.00,Transfers_Transfers
ING Bank N.V. Creditcards,-37.98,Transport_Public Transport
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening X94446204,-62.00,Transfers_Transfers
Waternet/Gem. Amsterdam,-14.00,Food & Drinks_Groceries
Revolut0741,-10.00,Transfers_Transfers
Oranje spaarrekening X94446204,-374.00,Transfers_Transfers
Total Employee Compliance Services BV,5374.18,Salary_Salary
"Waterschap Amstel, Gooi en Vecht",-12.00,Home_Utilities
Budget Mobiel,-10.00,Multimedia_Telephone
ING Bank N.V. Creditcards,-1194.00,Transport_Public Transport
ING Bank N.V. Creditcards,-8.99,Transport_Public Transport
ING Bank N.V. Creditcards,-7.14,Transport_Public Transport
ING Bank N.V. Creditcards,-71.02,Transport_Public Transport
Oranje spaarrekening K58675097,1193.00,Transfers_Transfers
Diversen,-2.35,Food & Drinks_Groceries
Zilveren Kruis Zorgverzekeringen  NV,-73.40,Wellbeing & Beauty_Insurance
Goudse Schadeverzekeringen N.V,-5.60,Transport_Public Transport
SumUp  Ziani Business,-29.00,Food & Drinks_Groceries
HMS Host International,-5.25,Shopping_Clothes & Accessories
HMS Host International,-26.70,Shopping_Clothes & Accessories
Gemeente Amsterdam,-55.12,Food & Drinks_Groceries
Albert Heijn 1027,-4.89,Food & Drinks_Groceries
Oranje spaarrekening L94496383,-200.00,Transfers_Transfers
S KUMARAPPILLIL SIVARAMA,200.00,Transfers_Transfers
Albert Heijn 1027,-9.99,Food & Drinks_Groceries
TJX NEDERLAND OSDORPPL,-5.00,Shopping_Clothes & Accessories
Albert Heijn 1027,-2.50,Food & Drinks_Groceries
Action 1035,-5.37,House & Garden_Equipment
Jumbo Adam Osdorp,-4.19,Food & Drinks_Groceries
KERMISPLAZA BV,-7.00,Food & Drinks_Groceries
Revolut0183,-25.00,Transfers_Transfers
CCVAytac Versshop,-3.98,Food & Drinks_Restaurants
ETOS 7342,-8.49,Wellbeing & Beauty_Daily care
CCVOSDORP SLAGERIJ,-5.10,Food & Drinks_Groceries
Mw S Vijayakumar Vysya,25.00,Transfers_Transfers
Oranje spaarrekening W85769111,8.96,Transfers_Transfers
BUDGET MOBIEL,-10.00,Multimedia_Telephone
CCVMarrakech Bakery B,-7.00,Food & Drinks_Restaurants
Albert Heijn 1027,-2.50,Food & Drinks_Groceries
ALBERT HEIJN 1027,-10.96,Food & Drinks_Groceries
LUCASSEN FASTFOOD,-3.70,Food & Drinks_Restaurants
Zilveren Kruis Zorgverzekeringen  NV,-238.25,Wellbeing & Beauty_Insurance
Lebo Vastgoed B.V.,-1650.00,Transport_Public Transport
Daily Style Osdorp,-2.26,House & Garden_Equipment
Waternet/Gem. Amsterdam,-14.00,Food & Drinks_Groceries
BUDGET ENERGIE,-170.00,Food & Drinks_Groceries
ZIGGO SERVICES BV,-48.35,Shopping_Clothes & Accessories
707 Lidl Amsterdam,-0.69,Food & Drinks_Groceries
Albert Heijn 1027,-1.95,Food & Drinks_Groceries
ETOS 7342,-2.46,Wellbeing & Beauty_Daily care
Doner Abi   Pomodori,-5.50,Food & Drinks_Restaurants
Geldautomaat,-50.00,Food & Drinks_Groceries
UBER    EATS PENDING,-19.47,Food & Drinks_Restaurants
Oranje spaarrekening K58675097,-1000.00,Transfers_Transfers
Jumbo Adam Osdorp,-3.28,Food & Drinks_Groceries
LUCASSEN FASTFOOD,-2.50,Food & Drinks_Restaurants
Action 1035,-11.16,House & Garden_Equipment
Kruidvat 1139,-3.99,Wellbeing & Beauty_Daily care
WISE,-1050.62,Transfers_Transfers
Albert Heijn 1027,-3.30,Food & Drinks_Groceries
Albert Heijn 1027,-7.64,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-3.09,Food & Drinks_Groceries
Albert Heijn 1027,-1.79,Food & Drinks_Groceries
Albert Heijn 1027,-10.69,Food & Drinks_Groceries
Albert Heijn 1027,-5.99,Food & Drinks_Groceries
CCVAytac Versshop,-5.31,Food & Drinks_Restaurants
Geldautomaat,-20.00,Food & Drinks_Groceries
Oranje spaarrekening X94446204,-347.00,Transfers_Transfers
ING Bank N.V. Creditcards,-4.24,Transport_Public Transport
Albert Heijn 1027,-3.19,Food & Drinks_Groceries
Revolut? via ING Bank,-105.00,Transfers_Transfers
Oranje spaarrekening W85769111,-100.00,Transfers_Transfers
Oranje spaarrekening X94446204,5347.75,Transfers_Transfers
Jumbo Adam Osdorp,-5.10,Food & Drinks_Groceries
Action 1035,-8.74,House & Garden_Equipment
Albert Heijn 1027,-17.70,Food & Drinks_Groceries
Oranje spaarrekening K58675097,50.00,Transfers_Transfers
Oranje spaarrekening X94446204,-5347.75,Transfers_Transfers
Total Employee Compliance Services BV,5347.75,Salary_Salary
Jamin Rokin,-12.00,Food & Drinks_Restaurants
ALBERT HEIJN 5606,-2.25,Food & Drinks_Groceries
CCVkalverpassage BV,-1.00,Food & Drinks_Groceries
The Madras Diaries,-50.50,Food & Drinks_Restaurants
PRIMARK DAMRAK,-50.00,Shopping_Clothes & Accessories
ALBERT HEIJN 1027,-1.90,Food & Drinks_Groceries
AMSTERDAM GVB,-10.00,Transport_Public Transport
AMSTERDAM GVB,-5.00,Transport_Public Transport
TJX NEDERLAND OSDORPPL,-16.99,Shopping_Clothes & Accessories
Zalando Payments GmbH,-18.45,Shopping_Clothes & Accessories
Oranje spaarrekening K58675097,100.00,Transfers_Transfers
Kungfu Milk Tea,-4.00,Food & Drinks_Restaurants
ETOS 7342,-26.43,Wellbeing & Beauty_Daily care
Oranje spaarrekening K58675097,100.00,Transfers_Transfers
Action 1035,-1.79,House & Garden_Equipment
AAB INZ TIKKIE,1.79,Transfers_Transfers
DIRK VDBROEK FIL3069,-0.89,Food & Drinks_Groceries
CCVSanvir groenten im,-1.00,Food & Drinks_Groceries
Bakkerij Giel Imming,-3.95,Food & Drinks_Restaurants
Oranje spaarrekening W85769111,17.95,Transfers_Transfers
bol.com b.v.,-17.95,Transport_Public Transport
Lycatel via WorldPay Customer Payments,-10.00,Multimedia_Telephone
Jumbo Adam Osdorp,-3.44,Food & Drinks_Groceries
Opladen OVChipkaart,-10.00,Transport_Public Transport
Jumbo Adam Osdorp,-3.49,Food & Drinks_Groceries
DIRK VDBROEK FIL3069,-4.12,Food & Drinks_Groceries
TJX NEDERLAND OSDORPPL,-59.98,Shopping_Clothes & Accessories
Action 1035,-12.72,House & Garden_Equipment
CCVAytac Versshop,-6.38,Food & Drinks_Restaurants
CCVPharmacie Le Villa,-15.90,Food & Drinks_Groceries
Storting,70.00,Transfers_Transfers
Oranje spaarrekening W85769111,5.99,Transfers_Transfers
Shaik Uzma,-18.00,Transfers_Transfers
Shaik Uzma,-22.50,Transfers_Transfers
AMSTERDAM GVB,-10.00,Transport_Public Transport
Shaik Uzma,-6.00,Transfers_Transfers
ING Bank N.V. Creditcards,-51.48,Transport_Public Transport
Oranje spaarrekening L94496383,51.48,Transfers_Transfers
Revolut? via ING Bank,-15.45,Transfers_Transfers
Thanveer Ahamed,9.87,Transfers_Transfers
Van Haren Schoenen BV via Worldline Financial Services (Europe) SA,-23.99,Shopping_Clothes & Accessories
Action 1035,-40.33,House & Garden_Equipment
CA 037,-11.98,Shopping_Clothes & Accessories
HEMA EV037 OSDORP,-9.00,Shopping_Clothes & Accessories
Oranje spaarrekening L94496383,-51.48,Transfers_Transfers
Jumbo Adam Osdorp,-8.24,Food & Drinks_Groceries
Mw S Vijayakumar Vysya,-25.00,Food & Drinks_Restaurants
ALBERT HEIJN 1027,-6.43,Food & Drinks_Groceries
Marrakech Bakery BV,-15.00,Food & Drinks_Groceries
HEMA EV037 OSDORP,-10.00,Shopping_Clothes & Accessories
Mywheels via PAY.nl,-45.00,Shopping_Clothes & Accessories
707 Lidl Amsterdam,-2.88,Food & Drinks_Groceries
Jumbo Adam Osdorp,-0.99,Food & Drinks_Groceries
Diversen,-2.35,Food & Drinks_Groceries
Zilveren Kruis Zorgverzekeringen  NV,-17.12,Wellbeing & Beauty_Insurance
GVB Voertuig B1707,-3.20,Transport_Public Transport
ING Bank N.V. Creditcards,-1763.75,Transport_Public Transport
Oranje spaarrekening L94496383,1805.00,Transfers_Transfers
Revolut? via ING Bank,-23.00,Transfers_Transfers
NSAdam Lely 102,-10.00,Transport_Public Transport
NS HAARLEM,-10.00,Transport_Public Transport
AMSTERDAM GVB,-10.00,Transport_Public Transport
